"Database Name","Allergenecity","IUIS Name","Source","Link","Species","Common Name","Description","Accession","Length","Route of allergen exposure","Group1","Gene ID","Biochemical Name","MW(SDS-PAGE)","Authority","Habitat","Organism Type"
"Allergome","Allergen Molecule","Cor a 1.0403","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=241","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 1.0404","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=242","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 10","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=243","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 10.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3215","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 11","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=690","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 11.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3216","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 12","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=2819","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 12.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=5764","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 13","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=5765","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 13.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=5766","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 14","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=5886","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 14.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=5887","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 15","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=12236","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 15.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=12237","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 2","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=244","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 2.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3217","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 2.0102","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3218","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 6","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=10994","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 6.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=10995","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 8","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=245","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 8.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3219","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 9","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=246","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a 9.0101","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3220","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor a TLP","Birch/Hazel/Oak-related Species,?Corylaceae,?Corylus avellana,?Fagaceae,?Fagales, Hazelnut, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=10209","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor d Toxoid","Bacteria, Corynebacterium,?Corynebacterium diphtheriae","http://www.allergome.org/script/dettaglio.php?id_molecule=2758","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor he 1","Asian Hazel,?Betulaceae, Birch/Hazel/Oak-related Species,?Corylus heterophylla,?Fagales, Plants, Siberian filbert, Siberian Hazelnut","http://www.allergome.org/script/dettaglio.php?id_molecule=5836","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor hi 1","Animals,?Coryphaena hippurus,?Coryphaenidae, Fishes, Mahi-mahi","http://www.allergome.org/script/dettaglio.php?id_molecule=8143","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor s 1","Apiaceae, Chinese Parsley, Coriander,?Coriandrum sativum, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1377","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor s 11kD","Apiaceae, Chinese Parsley, Coriander,?Coriandrum sativum, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1122","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cor s 2","Apiaceae, Chinese Parsley, Coriander,?Coriandrum sativum, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1376","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cot c 4","Animals, Birds, Common Quail,?Coturnix coturnix,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=10289","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cot l 3","Cotoneaster lacteus, Milkflower Cotoneaster, Parney cotoneaster, Plants,?Rosaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=4072","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 1","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=1426","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 1.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6077","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 2","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6078","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 2.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6079","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 4","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6080","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 4.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6081","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 5","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6082","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 5.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6083","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 6","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6084","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 6.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6085","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 8","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6086","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra c 8.0101","Animals, Common Shrimp,?Crangon crangon,?Crangonidae, Crustaceans","http://www.allergome.org/script/dettaglio.php?id_molecule=6087","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra fa 4","Animals, Bare-Faced Curassow, Birds,?Cracidae,?Crax fasciolata","http://www.allergome.org/script/dettaglio.php?id_molecule=10313","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra g 1","Animals,?Crassostrea angulata,?Crassostrea gigas, Mollusks,?Ostreidae, Oyster, Pacific Oyster","http://www.allergome.org/script/dettaglio.php?id_molecule=247","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra g 1.0101","Animals,?Crassostrea angulata,?Crassostrea gigas, Mollusks,?Ostreidae, Oyster, Pacific Oyster","http://www.allergome.org/script/dettaglio.php?id_molecule=12026","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra g 1.0102","Animals,?Crassostrea angulata,?Crassostrea gigas, Mollusks,?Ostreidae, Oyster, Pacific Oyster","http://www.allergome.org/script/dettaglio.php?id_molecule=12027","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cra v 1","Animals,?Crassostrea brasiliana,?Crassostrea floridensis,?Crassostrea virginica, Eastern Oyster, Mollusks,?Ostreidae","http://www.allergome.org/script/dettaglio.php?id_molecule=9945","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cri c 4","Animals,?Cricetidae,?Cricetus cricetus, Hamster, Mammals, Rodents","http://www.allergome.org/script/dettaglio.php?id_molecule=760","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cri pa 1","Brachycladium penicillatum, Crivellia,?Crivellia papaveracea, Fungi, Molds,?Pleospora papaveracea,?Pleosporaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=9423","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cro p 1","Animals,?Crocodylidae,?Crocodylus porosus, Estuarine crocodile, Indo-Pacific Crocodile, Marine Crocodile, Saltwater Crocodile, Sea Crocodile","http://www.allergome.org/script/dettaglio.php?id_molecule=12140","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cro p 1.0101","Animals,?Crocodylidae,?Crocodylus porosus, Estuarine crocodile, Indo-Pacific Crocodile, Marine Crocodile, Saltwater Crocodile, Sea Crocodile","http://www.allergome.org/script/dettaglio.php?id_molecule=12141","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cro p 2","Animals,?Crocodylidae,?Crocodylus porosus, Estuarine crocodile, Indo-Pacific Crocodile, Marine Crocodile, Saltwater Crocodile, Sea Crocodile","http://www.allergome.org/script/dettaglio.php?id_molecule=12142","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cro p 2.0101","Animals,?Crocodylidae,?Crocodylus porosus, Estuarine crocodile, Indo-Pacific Crocodile, Marine Crocodile, Saltwater Crocodile, Sea Crocodile","http://www.allergome.org/script/dettaglio.php?id_molecule=12143","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Cro s 1","Crocus sativus,?Iridaceae, Plants, Saffron, Saffron Crocus","http://www.allergome.org/script/dettaglio.php?id_molecule=2921","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
